T_end,vega,sigma_annual,strike_decimal
0.2547945205479452,0.0,0.009,0.05
0.4958904109589041,0.0,0.0095714285714285,0.05
0.7534246575342466,3.508581519928573e-175,0.0101428571428571,0.05
1.0027397260273974,9.476924355653126e-105,0.0107142857142857,0.05
1.252054794520548,7.696452818826619e-34,0.0112857142857142,0.05
1.501369863013699,2.363128432090962e-25,0.0118571428571428,0.05
1.7506849315068491,6.125986869402559e-20,0.0124285714285714,0.05
2.0,3.004696419022827e-16,0.013,0.05
